index,occurrence_no_x,locality,county_original,state,cc,notes,id,genus,age_max,age_min
2147,843442,New Mexico,Rio Arriba,New Mexico,US,,2264,Dolabrosaurus,227,208.5
2148,843491,Rio Grande do Sul,Mata,Rio Grande do Sul,BR,,2263,Procolophon,251.902,247.2
2149,843492,Rio Grande do Sul,Mata,Rio Grande do Sul,BR,,2262,Procolophon,251.902,247.2
2150,843727,Vologda,Nikolsk,Volgograd,RU,,2261,Microcnemus,251.2,247.2
2151,843728,Vologda,Nikolsk,Volgograd,RU,,2260,Microcnemus,251.2,247.2
2152,843729,Vologda,Nikolsk,Volgograd,RU,,2259,Chasmatosuchus,251.2,247.2
2153,843770,Free State,Xhariep,Free State,ZA,,2258,Teratophon,247.2,242
2154,843780,Eastern Cape,Chris Hani,Eastern Cape,ZA,,2257,Procolophon,251.902,247.2
2155,843781,Eastern Cape,Chris Hani,Eastern Cape,ZA,,2256,Procolophon,251.902,247.2
2156,843782,Eastern Cape,Chris Hani,Eastern Cape,ZA,,2254,Procolophon,251.902,247.2
2157,843782,Eastern Cape,Chris Hani,Eastern Cape,ZA,,2255,Procolophon,251.902,247.2
2158,845884,New Mexico,Union,New Mexico,US,,2253,Rutiodon,227,208.5
2159,845912,New Mexico,Union,New Mexico,US,,2252,Typothorax,227,208.5
2160,845919,New Mexico,Union,New Mexico,US,,2251,Machaeroprosopus,227,208.5
2161,845945,Rio Grande do Sul,Santa Maria,Rio Grande do Sul,BR,,2250,Procolophon,251.902,247.2
2162,846145,New Mexico,Rio Arriba,New Mexico,US,,2249,Typothorax,227,208.5
2163,846167,New Mexico,Rio Arriba,New Mexico,US,,2248,Typothorax,227,208.5
2164,846168,New Mexico,Rio Arriba,New Mexico,US,,2245,Typothorax,227,208.5
2165,846168,New Mexico,Rio Arriba,New Mexico,US,,2246,Typothorax,227,208.5
2166,846168,New Mexico,Rio Arriba,New Mexico,US,,2247,Typothorax,227,208.5
2167,846306,New Mexico,Rio Arriba,New Mexico,US,,2244,Postosuchus,227,208.5
2168,846308,New Mexico,Rio Arriba,New Mexico,US,,2243,Caseosaurus,227,208.5
2169,846640,Northern Cape,Frances Baard,Northern Cape,ZA,,2242,Mesosaurus,290.1,283.5
2170,846843,Orenburg,Belyaevka,Orenburg,RU,,2241,Microcnemus,251.902,251.2
2171,846844,Lombardia,Bergamo,Lombardia,IT,,2240,Eudimorphodon,213.2,208.5
2172,846845,Lombardia,Bergamo,Lombardia,IT,,2239,Eudimorphodon,216.7,213.2
2173,846846,Lombardia,Bergamo,Lombardia,IT,,2238,Peteinosaurus,216.7,213.2
2174,846847,Lombardia,Bergamo,Lombardia,IT,,2237,Aetosaurus,216.7,213.2
2175,846848,Lombardia,Bergamo,Lombardia,IT,,2236,Peteinosaurus,216.7,213.2
2176,846849,Lombardia,,Lombardia,IT,,2235,Eudimorphodon,216.7,213.2
2177,846853,Lorraine,Meurthe-et-Moselle,Lorraine,FR,,2234,Eudimorphodon,208.5,201.4
2178,847011,Arkhangelsk,Nenetsia,Arkhangelsk,RU,,2233,Orenburgia,251.2,247.2
2179,847020,Arkhangelsk,Nenetsia,Arkhangelsk,RU,,2232,Boreopricea,251.2,247.2
2180,847023,Arkhangelsk,Nenetsia,Arkhangelsk,RU,,2231,Orenburgia,251.2,247.2
2181,847025,Arkhangelsk,Nenetsia,Arkhangelsk,RU,,2230,Boreopricea,251.2,247.2
2182,847026,Nizhegorod,Varnavino,Nizhegorod,RU,,2229,Blomosaurus,251.902,251.2
2183,847027,Nizhegorod,Varnavino,Nizhegorod,RU,,2228,Microcnemus,251.902,251.2
2184,847947,Eastern Cape,Inxuba Yethemba,Eastern Cape,ZA,,2227,Procolophon,251.902,247.2
2185,847948,Eastern Cape,Inxuba Yethemba,Eastern Cape,ZA,,2226,Procolophon,251.902,247.2
2186,847949,Eastern Cape,Inxuba Yethemba,Eastern Cape,ZA,,2225,Procolophon,251.902,247.2
2187,847959,Arizona,Apache,Arizona,US,,2224,Leptosuchus,227,208.5
2188,848381,Free State,Kopanong,Free State,ZA,,2223,Procolophon,251.902,247.2
2189,848404,Orenburg,Sol'-Iletsk,Orenburg,RU,,2222,Tichvinskia,251.2,247.2
2190,849947,New Mexico,Rio Arriba,New Mexico,US,,2221,Eucoelophysis,208.5,201.4
2191,850008,Arizona,Apache,Arizona,US,,2220,Krzyzanowskisaurus,227,208.5
2192,850012,Texas,Crosby,Texas,US,,2219,Trilophosaurus,227,208.5
2193,850016,Texas,Crosby,Texas,US,,2218,Calyptosuchus,227,208.5
2194,850048,Arizona,Apache,Arizona,US,,2217,Desmatosuchus,227,208.5
2195,850677,Bavaria,Unterfranken,Bavaria,DE,,2216,Phantomosaurus,247.2,242
2196,851246,Ruvuma,,Ruvuma,TZ,,2202,Asilisaurus,247.2,242
2197,851246,Ruvuma,,Ruvuma,TZ,,2203,Asilisaurus,247.2,242
2198,851246,Ruvuma,,Ruvuma,TZ,,2204,Asilisaurus,247.2,242
2199,851246,Ruvuma,,Ruvuma,TZ,,2205,Asilisaurus,247.2,242
2200,851246,Ruvuma,,Ruvuma,TZ,,2206,Asilisaurus,247.2,242
2201,851246,Ruvuma,,Ruvuma,TZ,,2207,Asilisaurus,247.2,242
2202,851246,Ruvuma,,Ruvuma,TZ,,2208,Asilisaurus,247.2,242
2203,851246,Ruvuma,,Ruvuma,TZ,,2209,Asilisaurus,247.2,242
2204,851246,Ruvuma,,Ruvuma,TZ,,2210,Asilisaurus,247.2,242
2205,851246,Ruvuma,,Ruvuma,TZ,,2211,Asilisaurus,247.2,242
2206,851246,Ruvuma,,Ruvuma,TZ,,2212,Asilisaurus,247.2,242
2207,851246,Ruvuma,,Ruvuma,TZ,,2213,Asilisaurus,247.2,242
2208,851246,Ruvuma,,Ruvuma,TZ,,2214,Asilisaurus,247.2,242
2209,851246,Ruvuma,,Ruvuma,TZ,,2215,Asilisaurus,247.2,242
2210,851317,Lombardia,,Lombardia,IT,,2201,Drepanosaurus,216.7,213.2
2211,851324,Lombardia,Bergamo,Lombardia,IT,,2200,Vallesaurus,216.7,213.2
2212,851325,Lombardia,Bergamo,Lombardia,IT,,2199,Vallesaurus,216.7,213.2
2213,851329,Lombardia,,Lombardia,IT,,2198,Megalancosaurus,216.7,213.2
2214,851330,Lombardia,,Lombardia,IT,,2197,Megalancosaurus,216.7,213.2
2215,853387,Mashonaland Central,,Mashonaland Central,ZW,,2196,Hyperodapedon,237,227
2216,853388,Mashonaland Central,,Mashonaland Central,ZW,,2195,Hyperodapedon,237,227
2217,853390,Eastern Cape,,Eastern Cape,ZA,,2194,Grallator,237,227
2218,853392,Marrakech,,Marrakech-Safi,MA,,2193,Arganasuchus,237,227
2219,853397,Madhya Pradesh,Shadol,Madhya Pradesh,IN,,2192,Tikisuchus,237,227
2220,853401,Madhya Pradesh,Shadol,Madhya Pradesh,IN,,2191,Hyperodapedon,237,227
2221,853407,New Mexico,Quay,New Mexico,US,,2190,Machaeroprosopus,227,208.5
2222,853411,New Mexico,Quay,New Mexico,US,,2189,Shuvosaurus,227,208.5
2224,853693,Oklahoma,Comanche,Oklahoma,US,,2187,Captorhinus,290.1,283.5
2225,854902,Eastern Cape,Camdeboo,Eastern Cape,ZA,,2186,Youngina,259.51,251.902
2226,855747,Arizona,Navajo,Arizona,US,,2185,Arizonasaurus,247.2,244.7
2227,855754,Arizona,Navajo,Arizona,US,,2184,Arizonasaurus,247.2,244.7
2228,855755,Arizona,Coconino,Arizona,US,,2183,Arizonasaurus,247.2,244.7
2229,855796,Arizona,Coconino,Arizona,US,,2182,Anisodontosaurus,247.2,244.7
2230,855799,Arizona,Coconino,Arizona,US,,2181,Arizonasaurus,247.2,244.7
2231,871895,England,Somerset,England,UK,,2180,Thalassiodracon,208.5,199.5
2232,871897,England,Somerset,England,UK,,2179,Thalassiodracon,208.5,199.5
2233,871898,England,Somerset,England,UK,,2178,Ichthyosaurus,208.5,199.5
2234,871899,England,Somerset,England,UK,,2177,Ichthyosaurus,208.5,199.5
2235,871901,England,Somerset,England,UK,,2176,Ichthyosaurus,208.5,199.5
2236,871902,England,Somerset,England,UK,,2175,Ichthyosaurus,208.5,199.5
2237,871903,England,Somerset,England,UK,,2174,Ichthyosaurus,208.5,199.5
2238,871904,England,Somerset,England,UK,,2173,Thalassiodracon,208.5,199.5
2239,871905,England,Somerset,England,UK,,2172,Ichthyosaurus,208.5,199.5
2240,871909,England,Somerset,England,UK,,2171,Ichthyosaurus,208.5,199.5
2241,871913,England,Warwickshire,England,UK,,2170,Rhomaleosaurus,208.5,201.4
2242,873708,Netherlands,,Gelderland,NL,,2169,Anarosaurus,247.2,242
2243,873709,Netherlands,,Gelderland,NL,,2168,Dactylosaurus,247.2,242
2244,873710,Netherlands,,Gelderland,NL,,2167,Nothosaurus,247.2,242
2245,873711,Netherlands,,Gelderland,NL,,2166,Eusaurosphargis,247.2,242
2246,873712,Netherlands,,Gelderland,NL,,2165,Placodus,247.2,242
2247,873713,Netherlands,,Gelderland,NL,,2164,Amotosaurus,247.2,242
2248,873715,Netherlands,,Gelderland,NL,,2163,Procolophonichnium,247.2,242
2249,876982,Lombardia,Bergamo,Lombardia,IT,,2162,Bergamodactylus,216.7,213.2
2250,877604,Orenburg,Sol'-Iletsk,Orenburg,RU,,2161,Sarmatosuchus,247.2,242
2251,877605,Orenburg,Sol'-Iletsk,Orenburg,RU,,2160,Vjushkovisaurus,247.2,242
2252,877610,Orenburg,Sol'-Iletskiy,Orenburg,RU,,2159,Uralosaurus,247.2,242
2253,877687,Orenburg,Sol'-Iletsk,Orenburg,RU,,2158,Uralosaurus,247.2,242
2254,877690,Orenburg,Sol'-Iletsk,Orenburg,RU,,2157,Chalishevia,242,237
2255,877701,Orenburg,Sol'-Iletsk,Orenburg,RU,,2156,Dorosuchus,247.2,242
2256,877774,Orenburg,Sol'-Iletsk,Orenburg,RU,,2155,Dongusuchus,247.2,242
2257,877792,Orenburg,Sol'-Iletsk,Orenburg,RU,,2154,Chalishevia,242,237
2258,877798,Orenburg,Sol'-Iletsk,Orenburg,RU,,2153,Malutinisuchus,242,237
2259,877799,Orenburg,Sol'-Iletsk,Orenburg,RU,,2152,Chalishevia,242,237
2260,877800,Orenburg,Sol'-Iletsk,Orenburg,RU,,2151,Energosuchus,242,237
2261,879452,Bashkortostan,,Bashkortostan,RU,,2150,Dongusuchus,247.2,242
2262,879453,Bashkortostan,,Bashkortostan,RU,,2149,Uralosaurus,247.2,242
2263,879454,Bashkortostan,,Bashkortostan,RU,,2148,Vjushkovisaurus,247.2,242
2264,880670,Hunan,Sangzhi,Hunan,CN,,2138,Lotosaurus,247.2,242
2265,880670,Hunan,Sangzhi,Hunan,CN,,2139,Lotosaurus,247.2,242
2266,880670,Hunan,Sangzhi,Hunan,CN,,2140,Lotosaurus,247.2,242
2267,880670,Hunan,Sangzhi,Hunan,CN,,2141,Lotosaurus,247.2,242
2268,880670,Hunan,Sangzhi,Hunan,CN,,2142,Lotosaurus,247.2,242
2269,880670,Hunan,Sangzhi,Hunan,CN,,2143,Lotosaurus,247.2,242
2270,880670,Hunan,Sangzhi,Hunan,CN,,2144,Lotosaurus,247.2,242
2271,880670,Hunan,Sangzhi,Hunan,CN,,2145,Lotosaurus,247.2,242
2272,880670,Hunan,Sangzhi,Hunan,CN,,2146,Lotosaurus,247.2,242
2273,880670,Hunan,Sangzhi,Hunan,CN,,2147,Lotosaurus,247.2,242
2274,880672,Hubei,Yuanan,Hubei,CN,,2137,Lotosaurus,247.2,242
2275,880673,England,Worcestershire,England,UK,,2136,Rhombopholis,247.2,242
2276,880676,England,Worcestershire,England,UK,,2135,Langeronyx,247.2,242
2277,880677,England,Worcestershire,England,UK,,2134,Bromsgroveia,247.2,242
2278,880873,Guizhou,Anshun,Guizhou,CN,,2133,Guizhouichthyosaurus,237,227
2279,880945,Bavaria,Coburg,Bavaria,DE,,2132,Coburgosuchus,227,208.5
2280,880946,Guizhou,Wusha,Guizhou,CN,,2131,Tanystropheus,239.7,237
2281,880949,Sachsen-Anhalt,Bernburg,Sachsen-Anhalt,DE,,2130,Parasuchus,251.2,248.9
2282,880955,Bavaria,Bamberg,Bavaria,DE,,2129,Chirotherium,237,227
2283,881081,Bavaria,Bamberg,Bavaria,DE,,2128,Parasuchus,237,227
2284,881082,Bavaria,Bamberg,Bavaria,DE,,2127,Ebrachosuchus,237,227
2285,881088,Bavaria,Bamberg,Bavaria,DE,,2126,Stagonolepis,237,227
2286,881097,Bavaria,Bamberg,Bavaria,DE,,2125,Parasuchus,237,227
2287,882064,Bavaria,Nurnberger Land,Bavaria,DE,,2124,Plateosaurus,227,208.5
2288,882292,England,Somerset,England,UK,,2123,Mystriosuchus,201.4,199.5
2289,882293,Austria,,Styria,AT,,2120,Mystriosuchus,227,208.5
2290,882293,Austria,,Styria,AT,,2121,Mystriosuchus,227,208.5
2291,882293,Austria,,Styria,AT,,2122,Mystriosuchus,227,208.5
2292,882303,Austria,Scheibbs,Niederosterreich,AT,,2119,Dolerosaurus,233.4,227
2293,882304,British Columbia,,British Columbia,CA,,2118,Shastasaurus,216.7,213.2
2294,882305,British Columbia,,British Columbia,CA,,2117,Macgowania,216.7,213.2
2295,882306,British Columbia,,British Columbia,CA,,2116,Callawayia,216.7,213.2
2296,882311,Bavaria,Berchtesgadener Land,Bavaria,DE,,2115,Omphalosaurus,242,237
2297,882413,Baden-Wurttemberg,Stuttgart,Baden-Wurttemberg,DE,,2114,Zanclodon,237,227
2298,882593,Guizhou,,Guizhou,CN,,2113,Qianichthyosaurus,237,227
2299,882951,Guizhou,Guanlin,Guizhou,CN,,2112,Anshunsaurus,237,227
2300,883956,Guizhou,,Guizhou,CN,,2111,Sanchiaosaurus,247.2,242
2301,883957,Guizhou,,Guizhou,CN,,2110,Chinchenia,247.2,237
2302,883958,Guangxi,,Guangxi,CN,,2108,Kwangsisaurus,251.2,247.2
2303,883958,Guangxi,,Guangxi,CN,,2109,Kwangsisaurus,251.2,247.2
2304,884084,Jiangxi,,Jiangxi,CN,,2107,Hanosaurus,251.2,247.2
2305,884125,Nevada,Pershing,Nevada,US,,2106,Augustasaurus,243.8,242
2306,884857,Switzerland,,,CH,,2105,Cymbospondylus,243.8,242
2307,887799,Guizhou,Guanlin,Guizhou,CN,,2103,Miodentosaurus,237,227
2308,887799,Guizhou,Guanlin,Guizhou,CN,,2104,Miodentosaurus,237,227
2309,890418,Pennsylvania,Adams,Pennsylvania,US,,2102,Eubrontes,227,208.5
2310,890419,Pennsylvania,Adams,Pennsylvania,US,,2101,Otozoum,227,208.5
2311,890420,Pennsylvania,Adams,Pennsylvania,US,,2100,Grallator,227,208.5
2312,890990,Shaanxi,Fugu,Shaanxi,CN,,2099,Xilousuchus,251.2,242
2313,890991,Orenburg,Ilekskii,Orenburg,RU,,2098,Garjainia,251.2,247.2
2314,892336,Guizhou,,Guizhou,CN,,2083,Keichousaurus,239.7,237
2315,892336,Guizhou,,Guizhou,CN,,2084,Keichousaurus,239.7,237
2316,892336,Guizhou,,Guizhou,CN,,2085,Keichousaurus,239.7,237
2317,892336,Guizhou,,Guizhou,CN,,2086,Keichousaurus,239.7,237
2318,892336,Guizhou,,Guizhou,CN,,2087,Keichousaurus,239.7,237
2319,892336,Guizhou,,Guizhou,CN,,2088,Keichousaurus,239.7,237
2320,892336,Guizhou,,Guizhou,CN,,2089,Keichousaurus,239.7,237
2321,892336,Guizhou,,Guizhou,CN,,2090,Keichousaurus,239.7,237
2322,892336,Guizhou,,Guizhou,CN,,2091,Keichousaurus,239.7,237
2323,892336,Guizhou,,Guizhou,CN,,2092,Keichousaurus,239.7,237
2324,892336,Guizhou,,Guizhou,CN,,2093,Keichousaurus,239.7,237
2325,892336,Guizhou,,Guizhou,CN,,2094,Keichousaurus,239.7,237
2326,892336,Guizhou,,Guizhou,CN,,2095,Keichousaurus,239.7,237
2327,892336,Guizhou,,Guizhou,CN,,2096,Keichousaurus,239.7,237
2328,892336,Guizhou,,Guizhou,CN,,2097,Keichousaurus,239.7,237
2329,892976,Guizhou,Guanlin,Guizhou,CN,,2082,Xinpusaurus,237,227
2330,892977,Guizhou,,Guizhou,CN,,2081,Lariosaurus,242,237
2331,893426,San Juan,,San Juan,AR,,2080,Sanjuansaurus,237,227
2332,893427,Guizhou,Panxian,Guizhou,CN,,2078,Nothosaurus,247.2,242
2333,893427,Guizhou,Panxian,Guizhou,CN,,2079,Nothosaurus,247.2,242
2334,893428,Guizhou,Qianxinan,Guizhou,CN,,2076,Anshunsaurus,239.7,237
2335,893428,Guizhou,Qianxinan,Guizhou,CN,,2077,Anshunsaurus,239.7,237
2336,893430,Guizhou,Guanling,Guizhou,CN,,2075,Guizhouichthyosaurus,237,227
2337,895255,Rio Grande do Sul,,Rio Grande do Sul,BR,,2074,Procolophon,251.902,247.2
2338,895260,Rio Grande do Sul,,Rio Grande do Sul,BR,,2073,Procolophon,251.902,247.2
2339,895264,Rio Grande do Sul,,Rio Grande do Sul,BR,,2072,Procolophon,251.902,247.2
2340,895292,Rio Grande do Sul,Novo Cabrais,Rio Grande do Sul,BR,,2071,Barberenasuchus,242,237
2341,895602,Tirol,,Tirol,IT,,2070,Placodus,244.7,243.8
2342,895605,Tirol,,Tirol,IT,,2069,Nothosaurus,244.7,243.8
2343,895624,Udine,,Udine,IT,,2068,Nothosaurus,237,227
2344,895625,Tirol,,Tirol,IT,,2067,Pistosaurus,247.2,237
2345,895626,Tirol,,Tirol,IT,,2066,Shonisaurus,233.4,227
2346,895629,Udine,,Udine,IT,,2065,Cymbospondylus,242,237
2347,895947,Rio Grande do Sul,,Rio Grande do Sul,BR,,2064,Spondylosoma,242,237
2348,896139,Rio Grande do Sul,,Rio Grande do Sul,BR,,2063,Prestosuchus,242,237
2349,896140,Rio Grande do Sul,,Rio Grande do Sul,BR,,2062,Prestosuchus,242,237
2350,896145,Rio Grande do Sul,,Rio Grande do Sul,BR,,2061,Prestosuchus,242,237
2351,896147,Rio Grande do Sul,,Rio Grande do Sul,BR,,2060,Spondylosoma,242,237
2352,897122,North Carolina,Chatham,North Carolina,US,,2059,Uatchitodon,227,208.5
2353,897129,North Carolina,Chatham,North Carolina,US,,2058,Revueltosaurus,227,208.5
2354,897134,North Carolina,Chatham,North Carolina,US,,2057,Revueltosaurus,227,208.5
2355,897618,Rio Grande do Sul,,Rio Grande do Sul,BR,,2056,Guaibasaurus,227,208.5
2356,899258,Shaanxi,,Shaanxi,CN,,2055,Halazhaisuchus,247.2,242
2357,899636,Hubei,Yuan'an,Hubei,CN,,2054,Keichousaurus,251.2,247.2
2358,899638,Guizhou,,Guizhou,CN,,2053,Nothosaurus,239.7,237
2359,899756,Guizhou,Panxian,Guizhou,CN,,2052,Barracudasauroides,247.2,242
2360,899759,Guizhou,Panxian,Guizhou,CN,,2051,Barracudasauroides,247.2,242
2361,899762,Guizhou,Panxian,Guizhou,CN,,2050,Barracudasauroides,244.7,243.8
2362,899764,Guizhou,Panxian,Guizhou,CN,,2049,Barracudasauroides,247.2,242
2363,899766,Guizhou,Panxian,Guizhou,CN,,2048,Barracudasauroides,247.2,242
2364,899768,Guizhou,Panxian,Guizhou,CN,,2047,Barracudasauroides,247.2,242
2365,899770,Guizhou,Panxian,Guizhou,CN,,2046,Barracudasauroides,247.2,242
2366,899772,Guizhou,Panxian,Guizhou,CN,,2045,Barracudasauroides,244.7,243.8
2367,900174,Nevada,,Nevada,US,,2044,Ichthyosaurus,227,208.5
2368,900219,Nevada,,Nevada,US,,2043,Ichthyosaurus,227,208.5
2369,900302,Nevada,,Nevada,US,,2042,Ichthyosaurus,227,216.7
2370,902067,Shanxi,,Shaanxi,CN,,2041,Shansisuchus,247.2,242
2371,902068,Shanxi,,Shaanxi,CN,,2040,Shansisuchus,247.2,242
2372,902069,Shanxi,,Shaanxi,CN,,2038,Shansisuchus,247.2,242
2373,902069,Shanxi,,Shaanxi,CN,,2039,Shansisuchus,247.2,242
2374,902070,Shanxi,,Shaanxi,CN,,2005,Shansisuchus,247.2,242
2375,902070,Shanxi,,Shaanxi,CN,,2006,Shansisuchus,247.2,242
2376,902070,Shanxi,,Shaanxi,CN,,2007,Shansisuchus,247.2,242
2377,902070,Shanxi,,Shaanxi,CN,,2008,Shansisuchus,247.2,242
2378,902070,Shanxi,,Shaanxi,CN,,2009,Shansisuchus,247.2,242
2379,902070,Shanxi,,Shaanxi,CN,,2010,Shansisuchus,247.2,242
2380,902070,Shanxi,,Shaanxi,CN,,2011,Shansisuchus,247.2,242
2381,902070,Shanxi,,Shaanxi,CN,,2012,Shansisuchus,247.2,242
2382,902070,Shanxi,,Shaanxi,CN,,2013,Shansisuchus,247.2,242
2383,902070,Shanxi,,Shaanxi,CN,,2014,Shansisuchus,247.2,242
2384,902070,Shanxi,,Shaanxi,CN,,2015,Shansisuchus,247.2,242
2385,902070,Shanxi,,Shaanxi,CN,,2016,Shansisuchus,247.2,242
2386,902070,Shanxi,,Shaanxi,CN,,2017,Shansisuchus,247.2,242
2387,902070,Shanxi,,Shaanxi,CN,,2018,Shansisuchus,247.2,242
2388,902070,Shanxi,,Shaanxi,CN,,2019,Shansisuchus,247.2,242
2389,902070,Shanxi,,Shaanxi,CN,,2020,Shansisuchus,247.2,242
2390,902070,Shanxi,,Shaanxi,CN,,2021,Shansisuchus,247.2,242
2391,902070,Shanxi,,Shaanxi,CN,,2022,Shansisuchus,247.2,242
2392,902070,Shanxi,,Shaanxi,CN,,2023,Shansisuchus,247.2,242
2393,902070,Shanxi,,Shaanxi,CN,,2024,Shansisuchus,247.2,242
2394,902070,Shanxi,,Shaanxi,CN,,2025,Shansisuchus,247.2,242
2395,902070,Shanxi,,Shaanxi,CN,,2026,Shansisuchus,247.2,242
2396,902070,Shanxi,,Shaanxi,CN,,2027,Shansisuchus,247.2,242
2397,902070,Shanxi,,Shaanxi,CN,,2028,Shansisuchus,247.2,242
2398,902070,Shanxi,,Shaanxi,CN,,2029,Shansisuchus,247.2,242
2399,902070,Shanxi,,Shaanxi,CN,,2030,Shansisuchus,247.2,242
2400,902070,Shanxi,,Shaanxi,CN,,2031,Shansisuchus,247.2,242
2401,902070,Shanxi,,Shaanxi,CN,,2032,Shansisuchus,247.2,242
2402,902070,Shanxi,,Shaanxi,CN,,2033,Shansisuchus,247.2,242
2403,902070,Shanxi,,Shaanxi,CN,,2034,Shansisuchus,247.2,242
2404,902070,Shanxi,,Shaanxi,CN,,2035,Shansisuchus,247.2,242
2405,902070,Shanxi,,Shaanxi,CN,,2036,Shansisuchus,247.2,242
2406,902070,Shanxi,,Shaanxi,CN,,2037,Shansisuchus,247.2,242
2407,902092,Xinjiang,,Xinjiang,CN,,2004,Prolacertoides,251.902,251.2
2408,902174,Yunnan,Lufeng,Yunnan,CN,,2003,Jingshanosaurus,201.4,199.5
2409,902374,Shaanxi,Fugu,Shaanxi,CN,,2002,Guchengosuchus,247.2,242
2410,902375,Xinjiang,Turfan,Xinjiang,CN,,2001,Youngosuchus,247.2,242
2411,902378,Shanxi,,Shaanxi,CN,,2000,Shansisuchus,247.2,242
2412,902379,Shanxi,,Shaanxi,CN,,1999,Shansisuchus,247.2,242
2413,902380,Shanxi,,Shaanxi,CN,,1998,Shansisuchus,247.2,242
2414,902381,Shanxi,,Shaanxi,CN,,1997,Shansisuchus,247.2,242
2415,902382,Shanxi,,Shaanxi,CN,,1996,Shansisuchus,247.2,242
2416,902383,Shanxi,,Shaanxi,CN,,1995,Shansisuchus,247.2,242
2417,902384,Shanxi,Ningwu,Shaanxi,CN,,1994,Shansisuchus,247.2,242
2418,902385,Shanxi,,Shaanxi,CN,,1992,Shansisuchus,247.2,242
2419,902385,Shanxi,,Shaanxi,CN,,1993,Shansisuchus,247.2,242
2420,902386,Shanxi,,Shaanxi,CN,,1991,Shansisuchus,247.2,242
2421,902395,Shanxi,,Shaanxi,CN,,1986,Shansisuchus,247.2,242
2422,902395,Shanxi,,Shaanxi,CN,,1987,Shansisuchus,247.2,242
2423,902395,Shanxi,,Shaanxi,CN,,1988,Shansisuchus,247.2,242
2424,902395,Shanxi,,Shaanxi,CN,,1989,Shansisuchus,247.2,242
2425,902395,Shanxi,,Shaanxi,CN,,1990,Shansisuchus,247.2,242
2426,902396,Shanxi,,Shaanxi,CN,,1985,Shansisuchus,247.2,242
2427,902397,Shanxi,,Shaanxi,CN,,1984,Shansisuchus,247.2,242
2428,902398,Shanxi,,Shaanxi,CN,,1983,Shansisuchus,247.2,242
2429,902417,Shanxi,,Shaanxi,CN,,1982,Shansisuchus,247.2,242
2430,902422,Shaanxi,,Shaanxi,CN,,1981,Shansisuchus,247.2,242
2431,902425,Shaanxi,,Shaanxi,CN,,1980,Fugusuchus,251.2,242
2432,906287,Nevada,Lander,Nevada,US,,1979,Cymbospondylus,243.8,242
2433,906398,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,,1978,Batrachotomus,239.7,237
2434,906404,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,1977,Batrachotomus,239.7,237
2435,906408,Baden-Wurttemberg,Schwabisch Hall,Baden-Wurttemberg,DE,,1976,Batrachotomus,239.7,237
2436,908441,Svalbard,Spitsbergen,Svalbard,NO,,1975,Cymbospondylus,242,237
2437,908443,Svalbard,Spitsbergen,Svalbard,NO,,1974,Cymbospondylus,242,237
2438,908524,Rio Grande do Sul,,Rio Grande do Sul,BR,,1972,Teyumbaita,227,208.5
2439,908524,Rio Grande do Sul,,Rio Grande do Sul,BR,,1973,Teyumbaita,227,208.5
2440,908525,Rio Grande do Sul,,Rio Grande do Sul,BR,,1971,Hyperodapedon,227,208.5
2441,908533,Rio Grande do Sul,,Rio Grande do Sul,BR,,1968,Teyumbaita,227,208.5
2442,908533,Rio Grande do Sul,,Rio Grande do Sul,BR,,1969,Teyumbaita,227,208.5
2443,908533,Rio Grande do Sul,,Rio Grande do Sul,BR,,1970,Teyumbaita,227,208.5
2444,908629,Nevada,Nye,Nevada,US,,1967,Shonisaurus,227,216.7
2445,908660,Nevada,Pershing,Nevada,US,,1966,Mixosaurus,247.2,237
2446,908661,Nevada,Pershing,Nevada,US,,1965,Mixosaurus,247.2,237
2447,908663,San Juan,,San Juan,AR,,1964,Eodromaeus,237,227
2448,909072,Sonora,El Antimonio,Sonora,MX,,1961,Shastasaurus,237,227
2449,909072,Sonora,El Antimonio,Sonora,MX,,1962,Shastasaurus,237,227
2450,909072,Sonora,El Antimonio,Sonora,MX,,1963,Shastasaurus,237,227
2451,909076,Nevada,Pershing,Nevada,US,,1960,Mixosaurus,243.8,242
2452,911118,Guizhou,Guanling,Guizhou,CN,,1959,Guizhouichthyosaurus,237,227
2453,913310,Friuli-Venezia Giulia,,Friuli-Venezia Giulia,IT,,1958,Preondactylus,216.7,213.2
2454,913311,Friuli-Venezia Giulia,,Friuli-Venezia Giulia,IT,,1957,Drepanosaurus,216.7,213.2
2455,913706,Guizhou,Panxian,Guizhou,CN,,1956,Xinminosaurus,244.7,243.8
2456,914542,Baden-Wurttemberg,Hohenlohekreis,Baden-Wurttemberg,DE,,1955,Omphalosaurus,242,237
2457,914556,Nenets,Franz Josef Land,Nenets,RU,,1954,Alexeyisaurus,227,208.5
2458,915088,Guizhou,Panxian,Guizhou,CN,,1953,Phalarodon,244.7,243.8
2459,915667,Lombardia,Bergamo,Lombardia,IT,,1952,Langobardisaurus,216.7,213.2
2460,915702,Baden-Wurttemberg,Calw,Baden-Wurttemberg,DE,,1951,Phalarodon,244.7,243.8
2461,915953,Alsace,Bas-Rhin,Alsace,FR,,1950,Cyamodus,242,237
2462,916023,Opolskie,,Opolskie,PL,,1949,Cymatosaurus,245.5,244.7
